TIME_PERIOD,REF_AREA,OBS_VALUE
2018-Q1,CY,13588.0
2018-Q2,CY,13654.0
2018-Q3,CY,12659.0
2018-Q4,CY,12148.0
2019-Q1,CY,12275.0
2019-Q2,CY,9795.0
2019-Q3,CY,9794.0
2019-Q4,CY,9316.0
2020-Q1,CY,9193.0
2020-Q2,CY,8905.0
2020-Q3,CY,8984.0
2004-Q1,CZ,184059.0
2004-Q2,CZ,188541.0
2004-Q3,CZ,203811.0
2004-Q4,CZ,201761.0
2005-Q1,CZ,207073.0
2005-Q2,CZ,225853.0
2005-Q3,CZ,258942.0
2005-Q4,CZ,272486.0
2006-Q1,CZ,284361.0
2006-Q2,CZ,306799.0
2006-Q3,CZ,317784.0
2006-Q4,CZ,376827.0
2007-Q1,CZ,392325.0
2007-Q2,CZ,429057.0
2007-Q3,CZ,437491.0
2007-Q4,CZ,428851.0
2008-Q1,CZ,429420.0
2008-Q2,CZ,442310.0
2008-Q3,CZ,466881.0
2008-Q4,CZ,501674.0
2009-Q1,CZ,531319.0
2009-Q2,CZ,527298.0
2009-Q3,CZ,525173.0
2009-Q4,CZ,529557.0
2010-Q1,CZ,509756.0
2010-Q2,CZ,512787.0
2010-Q3,CZ,517059.0
2010-Q4,CZ,528502.0
2011-Q1,CZ,535634.0
2011-Q2,CZ,551330.0
2011-Q3,CZ,556562.0
2011-Q4,CZ,571791.0
2012-Q1,CZ,565931.0
2012-Q2,CZ,573192.0
2012-Q3,CZ,568356.0
2012-Q4,CZ,578492.0
2013-Q1,CZ,591599.0
2013-Q2,CZ,580754.0
2013-Q3,CZ,586558.0
2013-Q4,CZ,612336.0
2014-Q1,CZ,601178.0
2014-Q2,CZ,608032.0
2014-Q3,CZ,608568.0
2014-Q4,CZ,640290.0
2015-Q1,CZ,644516.0
2015-Q2,CZ,658744.0
2015-Q3,CZ,696585.0
2015-Q4,CZ,707670.0
2016-Q1,CZ,733666.0
2016-Q2,CZ,740403.0
2016-Q3,CZ,762894.0
2016-Q4,CZ,760537.0
2017-Q1,CZ,769234.0
2017-Q2,CZ,781613.0
2017-Q3,CZ,789781.0
2017-Q4,CZ,781427.0
2018-Q1,CZ,795752.0
2018-Q2,CZ,822391.0
2018-Q3,CZ,839555.0
2018-Q4,CZ,841844.0
2019-Q1,CZ,841565.0
2019-Q2,CZ,849292.0
2019-Q3,CZ,873991.0
2019-Q4,CZ,878055.0
2020-Q1,CZ,909074.0
2020-Q2,CZ,907420.0
2020-Q3,CZ,910202.0
2000-Q1,DE,566798.0
2000-Q2,DE,573820.0
2000-Q3,DE,581717.0
2000-Q4,DE,592918.0
2001-Q1,DE,595999.0
2001-Q2,DE,596527.0
2001-Q3,DE,601555.0
2001-Q4,DE,610913.0
2002-Q1,DE,611569.0
2002-Q2,DE,606618.0
2002-Q3,DE,606433.0
2002-Q4,DE,607646.0
2003-Q1,DE,603080.0
2003-Q2,DE,600325.0
2003-Q3,DE,596160.0
2003-Q4,DE,593908.0
2004-Q1,DE,594314.0
2004-Q2,DE,594925.0
2004-Q3,DE,590733.0
2004-Q4,DE,597225.0
2005-Q1,DE,587838.0
2005-Q2,DE,586804.0
2005-Q3,DE,580283.0
2005-Q4,DE,585307.0
2006-Q1,DE,589514.0
2006-Q2,DE,592595.0
2006-Q3,DE,598419.0
2006-Q4,DE,597144.0
2007-Q1,DE,600620.0
2007-Q2,DE,604040.0
2007-Q3,DE,610775.0
2007-Q4,DE,622600.0
2008-Q1,DE,613378.0
2008-Q2,DE,613860.0
2008-Q3,DE,624137.0
2008-Q4,DE,631708.0
2009-Q1,DE,629819.0
2009-Q2,DE,625702.0
2009-Q3,DE,630694.0
2009-Q4,DE,634095.0
2010-Q1,DE,626814.0
2010-Q2,DE,619884.0
2010-Q3,DE,619261.0
2010-Q4,DE,575321.0
2011-Q1,DE,569014.0
2011-Q2,DE,569134.0
2011-Q3,DE,570230.0
2011-Q4,DE,580009.0
2012-Q1,DE,580087.0
2012-Q2,DE,589692.0
2012-Q3,DE,581351.0
2012-Q4,DE,581739.0
2013-Q1,DE,580525.0
2013-Q2,DE,582989.0
2013-Q3,DE,591616.0
2013-Q4,DE,600949.0
2014-Q1,DE,596942.0
2014-Q2,DE,600234.0
2014-Q3,DE,601737.0
2014-Q4,DE,595694.0
2015-Q1,DE,599630.0
2015-Q2,DE,597914.0
2015-Q3,DE,601514.0
2015-Q4,DE,608256.0
2016-Q1,DE,604741.0
2016-Q2,DE,607573.0
2016-Q3,DE,614102.0
2016-Q4,DE,622404.0
2017-Q1,DE,628588.0
2017-Q2,DE,629497.0
2017-Q3,DE,635269.0
2017-Q4,DE,650200.0
2018-Q1,DE,656861.0
2018-Q2,DE,666704.0
2018-Q3,DE,677396.0
2018-Q4,DE,680170.0
2019-Q1,DE,690530.0
2019-Q2,DE,705113.0
2019-Q3,DE,712957.0
2019-Q4,DE,721001.0
2020-Q1,DE,732026.0
2020-Q2,DE,765204.0
2020-Q3,DE,746855.0
2012-Q4,DK,866808.0
2013-Q1,DK,859768.0
2013-Q2,DK,865333.0
2013-Q3,DK,868439.0
2013-Q4,DK,865533.0
2014-Q1,DK,884014.0
2014-Q2,DK,890030.0
2014-Q3,DK,899372.0
2014-Q4,DK,903017.0
2015-Q1,DK,918374.0
2015-Q2,DK,908004.0
2015-Q3,DK,911917.0
2015-Q4,DK,911317.0
2016-Q1,DK,919856.0
2016-Q2,DK,927394.0
2016-Q3,DK,937329.0
2016-Q4,DK,944652.0
2017-Q1,DK,958067.0
2017-Q2,DK,963647.0
2017-Q3,DK,971293.0
2017-Q4,DK,974160.0
2018-Q1,DK,987214.0
2018-Q2,DK,994975.0
2018-Q3,DK,1004147.0
2018-Q4,DK,1018206.0
2019-Q1,DK,1039819.0
2019-Q2,DK,1058764.0
2019-Q3,DK,1084492.0
2019-Q4,DK,1077588.0
2020-Q1,DK,1083771.0
2020-Q2,DK,1101188.0
2020-Q3,DK,1117401.0
2004-Q1,EE,1309.4
2004-Q2,EE,1383.35
2004-Q3,EE,1506.8
2004-Q4,EE,1682.5
2005-Q1,EE,1842.03
2005-Q2,EE,2017.96
2005-Q3,EE,2354.66
2005-Q4,EE,2719.54
2006-Q1,EE,2971.47
2006-Q2,EE,3456.69
2006-Q3,EE,3842.05
2006-Q4,EE,4393.6
2007-Q1,EE,4763.44
2007-Q2,EE,5158.53
2007-Q3,EE,5607.37
2007-Q4,EE,5979.92
2008-Q1,EE,6233.87
2008-Q2,EE,6469.1
2008-Q3,EE,6587.18
2008-Q4,EE,6502.63
