TIME_PERIOD,REF_AREA,OBS_VALUE
2020-Q2,GR,7483.9
2020-Q3,GR,7370.39
2015-Q1,HR,12953.83
2015-Q2,HR,12765.0
2015-Q3,HR,12664.43
2015-Q4,HR,12378.34
2016-Q1,HR,12329.91
2016-Q2,HR,12517.24
2016-Q3,HR,12260.17
2016-Q4,HR,11956.92
2017-Q1,HR,12041.57
2017-Q2,HR,11668.03
2017-Q3,HR,11582.29
2017-Q4,HR,11354.45
2018-Q1,HR,11421.14
2018-Q2,HR,11729.37
2018-Q3,HR,11481.32
2018-Q4,HR,11242.61
2019-Q1,HR,11392.7
2019-Q2,HR,11839.35
2019-Q3,HR,11511.75
2019-Q4,HR,11555.05
2020-Q1,HR,11146.05
2020-Q2,HR,11013.12
2020-Q3,HR,11224.02
2015-Q1,HU,501113.0
2015-Q2,HU,496965.0
2015-Q3,HU,495937.0
2015-Q4,HU,477061.0
2016-Q1,HU,486630.0
2016-Q2,HU,468121.0
2016-Q3,HU,464325.0
2016-Q4,HU,465205.0
2017-Q1,HU,466284.0
2017-Q2,HU,466192.0
2017-Q3,HU,473021.0
2017-Q4,HU,448819.0
2018-Q1,HU,438641.0
2018-Q2,HU,449580.0
2018-Q3,HU,459320.0
2018-Q4,HU,456257.0
2019-Q1,HU,453417.0
2019-Q2,HU,457972.0
2019-Q3,HU,464892.0
2019-Q4,HU,457870.0
2020-Q1,HU,436778.0
2020-Q2,HU,414457.0
2020-Q3,HU,427090.0
2015-Q1,I8,265277.13
2015-Q2,I8,270297.66
2015-Q3,I8,259557.98
2015-Q4,I8,258332.77
2016-Q1,I8,251408.89
2016-Q2,I8,257533.7
2016-Q3,I8,248768.55
2016-Q4,I8,243770.5
2017-Q1,I8,240831.72
2017-Q2,I8,242810.27
2017-Q3,I8,234127.7
2017-Q4,I8,234779.52
2018-Q1,I8,233208.3
2018-Q2,I8,238334.73
2018-Q3,I8,231964.8
2018-Q4,I8,233454.94
2019-Q1,I8,227749.56
2019-Q2,I8,234642.34
2019-Q3,I8,229753.31
2019-Q4,I8,232009.5
2020-Q1,I8,218247.63
2020-Q2,I8,224719.45
2020-Q3,I8,219418.91
2015-Q1,IE,5998.0
2015-Q2,IE,5231.0
2015-Q3,IE,4670.0
2015-Q4,IE,4157.0
2016-Q1,IE,3860.0
2016-Q2,IE,3745.0
2016-Q3,IE,3718.0
2016-Q4,IE,3531.0
2017-Q1,IE,3390.0
2017-Q2,IE,3383.0
2017-Q3,IE,3404.0
2017-Q4,IE,2948.0
2018-Q1,IE,2882.0
2018-Q2,IE,2935.0
2018-Q3,IE,2935.0
2018-Q4,IE,2958.0
2019-Q1,IE,2716.0
2019-Q2,IE,2764.0
2019-Q3,IE,2808.0
2019-Q4,IE,2829.0
2020-Q1,IE,1918.0
2020-Q2,IE,1628.0
2020-Q3,IE,1711.0
2015-Q1,IT,57359.0
2015-Q2,IT,57213.0
2015-Q3,IT,57131.0
2015-Q4,IT,56721.0
2016-Q1,IT,55727.0
2016-Q2,IT,55222.0
2016-Q3,IT,55034.0
2016-Q4,IT,53104.0
2017-Q1,IT,53018.0
2017-Q2,IT,51176.0
2017-Q3,IT,48908.0
2017-Q4,IT,49082.0
2018-Q1,IT,48982.0
2018-Q2,IT,47237.0
2018-Q3,IT,45831.0
2018-Q4,IT,44619.0
2019-Q1,IT,44046.0
2019-Q2,IT,43746.0
2019-Q3,IT,43774.0
2019-Q4,IT,43579.0
2020-Q1,IT,41610.0
2020-Q2,IT,40455.0
2020-Q3,IT,39198.0
2015-Q1,LT,188.11
2015-Q2,LT,192.66
2015-Q3,LT,192.74
2015-Q4,LT,185.58
2016-Q1,LT,171.76
2016-Q2,LT,175.62
2016-Q3,LT,177.19
2016-Q4,LT,164.88
2017-Q1,LT,166.29
2017-Q2,LT,169.45
2017-Q3,LT,168.42
2017-Q4,LT,144.96
2018-Q1,LT,140.67
2018-Q2,LT,144.22
2018-Q3,LT,141.31
2018-Q4,LT,168.6
2019-Q1,LT,117.42
2019-Q2,LT,121.82
2019-Q3,LT,111.33
2019-Q4,LT,151.31
2020-Q1,LT,174.65
2020-Q2,LT,172.54
2020-Q3,LT,171.36
2015-Q1,LU,1343.71
2015-Q2,LU,1324.41
2015-Q3,LU,1381.03
2015-Q4,LU,1355.14
2016-Q1,LU,1215.12
2016-Q2,LU,1267.75
2016-Q3,LU,1269.49
2016-Q4,LU,1204.57
2017-Q1,LU,1303.52
2017-Q2,LU,1332.56
2017-Q3,LU,1338.12
2017-Q4,LU,1258.62
2018-Q1,LU,1293.47
2018-Q2,LU,1283.19
2018-Q3,LU,1302.94
2018-Q4,LU,1256.94
2019-Q1,LU,1347.29
2019-Q2,LU,1303.73
2019-Q3,LU,1338.62
2019-Q4,LU,1158.71
2020-Q1,LU,1185.71
2020-Q2,LU,1241.58
2020-Q3,LU,1300.32
2015-Q1,LV,370.3
2015-Q2,LV,358.0
2015-Q3,LV,342.3
2015-Q4,LV,306.6
2016-Q1,LV,292.8
2016-Q2,LV,288.6
2016-Q3,LV,279.6
2016-Q4,LV,253.2
2017-Q1,LV,265.4
2017-Q2,LV,246.6
2017-Q3,LV,241.6
2017-Q4,LV,252.0
2018-Q1,LV,244.8
2018-Q2,LV,230.5
2018-Q3,LV,221.6
2018-Q4,LV,207.8
2019-Q1,LV,202.2
2019-Q2,LV,206.5
2019-Q3,LV,201.2
2019-Q4,LV,181.1
2020-Q1,LV,170.5
2020-Q2,LV,170.9
2020-Q3,LV,162.8
2015-Q1,MT,164.132
2015-Q2,MT,239.412
2015-Q3,MT,239.813
2015-Q4,MT,233.046
2016-Q1,MT,228.078
2016-Q2,MT,225.712
2016-Q3,MT,217.001
2016-Q4,MT,211.57
2017-Q1,MT,209.891
2017-Q2,MT,195.568
2017-Q3,MT,204.776
2017-Q4,MT,208.206
2018-Q1,MT,225.455
2018-Q2,MT,216.355
2018-Q3,MT,218.466
2018-Q4,MT,208.549
2019-Q1,MT,221.533
2019-Q2,MT,236.029
2019-Q3,MT,193.434
2019-Q4,MT,174.55
2020-Q1,MT,177.859
2020-Q2,MT,160.297
2020-Q3,MT,159.105
2015-Q1,NL,21503.0
2015-Q2,NL,20868.0
2015-Q3,NL,20385.0
2015-Q4,NL,19907.0
2016-Q1,NL,19405.0
2016-Q2,NL,18727.0
2016-Q3,NL,18482.0
2016-Q4,NL,17698.0
2017-Q1,NL,17368.0
2017-Q2,NL,16782.0
2017-Q3,NL,16760.0
2017-Q4,NL,16148.0
2018-Q1,NL,15673.0
2018-Q2,NL,15278.0
2018-Q3,NL,15148.0
2018-Q4,NL,14704.0
2019-Q1,NL,14269.0
2019-Q2,NL,13656.0
2019-Q3,NL,13565.0
2019-Q4,NL,13122.0
2020-Q1,NL,12175.0
2020-Q2,NL,11369.0
2020-Q3,NL,11118.0
2015-Q1,PL,52366.98
2015-Q2,PL,53313.41
2015-Q3,PL,53501.49
2015-Q4,PL,52330.24
2016-Q1,PL,52365.42
2016-Q2,PL,52980.96
2016-Q3,PL,54765.48
2016-Q4,PL,53404.31
2017-Q1,PL,52936.27
2017-Q2,PL,54428.39
2017-Q3,PL,51845.46
2017-Q4,PL,50737.97
2018-Q1,PL,51161.71
2018-Q2,PL,52004.31
2018-Q3,PL,52210.79
2018-Q4,PL,50987.11
2019-Q1,PL,51120.61
2019-Q2,PL,52598.55
2019-Q3,PL,53072.55
2019-Q4,PL,51437.04
2020-Q1,PL,46825.48
2020-Q2,PL,43222.89
2020-Q3,PL,43862.92
2015-Q1,PT,4732.1094
2015-Q2,PT,4671.8427
2015-Q3,PT,4623.6743
2015-Q4,PT,4503.928
2016-Q1,PT,4388.427
2016-Q2,PT,4385.5275
2016-Q3,PT,4399.8171
2016-Q4,PT,4557.6076
2017-Q1,PT,4459.9506
2017-Q2,PT,4534.0858
2017-Q3,PT,4302.2941
2017-Q4,PT,4418.0589
2018-Q1,PT,4392.3961
2018-Q2,PT,4426.5508
2018-Q3,PT,4499.5393
2018-Q4,PT,4333.8634
2019-Q1,PT,4233.6125
2019-Q2,PT,4323.2477
2019-Q3,PT,4369.8091
2019-Q4,PT,4274.1471
2020-Q1,PT,3961.8003
2020-Q2,PT,4105.5216
2020-Q3,PT,4167.6818
2015-Q1,RO,4147.68
2015-Q2,RO,4033.2
2015-Q3,RO,4114.2
2015-Q4,RO,4123.0
2016-Q1,RO,4213.7
2016-Q2,RO,4053.0
2016-Q3,RO,4161.2
2016-Q4,RO,4135.3
2017-Q1,RO,4092.7
2017-Q2,RO,4200.1
2017-Q3,RO,4449.3
2017-Q4,RO,4241.5
2018-Q1,RO,4119.2
2018-Q2,RO,4170.7
2018-Q3,RO,4582.7
2018-Q4,RO,4231.8
2019-Q1,RO,4165.6
2019-Q2,RO,4120.8
2019-Q3,RO,4792.3
2019-Q4,RO,4241.1
2020-Q1,RO,4064.5
2020-Q2,RO,3948.5
